time,equity
2022-02-23 02:39:00,8423.579999999994
2022-02-23 02:42:00,8423.579999999994
2022-02-23 02:45:00,8423.579999999994
2022-02-23 02:48:00,8423.579999999994
2022-02-23 02:51:00,8423.579999999994
2022-02-23 02:54:00,8423.579999999994
2022-02-23 02:57:00,8423.579999999994
2022-02-23 03:00:00,8423.579999999994
2022-02-23 03:03:00,8423.579999999994
2022-02-23 03:06:00,8423.579999999994
2022-02-23 03:09:00,8423.579999999994
2022-02-23 03:12:00,8423.579999999994
2022-02-23 03:15:00,8423.579999999994
2022-02-23 03:18:00,8423.579999999994
2022-02-23 03:21:00,8423.579999999994
2022-02-23 03:24:00,8408.279999999995
2022-02-23 03:27:00,8408.279999999995
2022-02-23 03:30:00,8408.279999999995
2022-02-23 03:33:00,8408.279999999995
2022-02-23 03:36:00,8408.279999999995
2022-02-23 03:39:00,8408.279999999995
2022-02-23 03:42:00,8408.279999999995
2022-02-23 03:45:00,8383.279999999995
2022-02-23 03:48:00,8383.279999999995
2022-02-23 03:51:00,8383.279999999995
2022-02-23 03:54:00,8383.279999999995
2022-02-23 03:57:00,8383.279999999995
2022-02-23 04:00:00,8383.279999999995
2022-02-23 04:03:00,8383.279999999995
2022-02-23 04:06:00,8383.279999999995
2022-02-23 04:09:00,8383.279999999995
2022-02-23 04:12:00,8383.279999999995
2022-02-23 04:15:00,8383.279999999995
2022-02-23 04:18:00,8383.279999999995
2022-02-23 04:21:00,8383.279999999995
2022-02-23 04:24:00,8383.279999999995
2022-02-23 04:27:00,8383.279999999995
2022-02-23 04:30:00,8383.279999999995
2022-02-23 04:33:00,8383.279999999995
2022-02-23 04:36:00,8383.279999999995
2022-02-23 04:39:00,8383.279999999995
2022-02-23 04:42:00,8383.279999999995
2022-02-23 04:45:00,8383.279999999995
2022-02-23 04:48:00,8383.279999999995
2022-02-23 04:51:00,8383.279999999995
2022-02-23 04:54:00,8383.279999999995
2022-02-23 04:57:00,8383.279999999995
2022-02-23 05:00:00,8383.279999999995
2022-02-23 05:03:00,8383.279999999995
2022-02-23 05:06:00,8389.429999999997
2022-02-23 05:09:00,8389.429999999997
2022-02-23 05:12:00,8389.429999999997
2022-02-23 05:15:00,8389.429999999997
2022-02-23 05:18:00,8389.429999999997
2022-02-23 05:21:00,8389.429999999997
2022-02-23 05:24:00,8389.429999999997
2022-02-23 05:27:00,8389.429999999997
2022-02-23 05:30:00,8389.429999999997
2022-02-23 05:33:00,8389.429999999997
2022-02-23 05:36:00,8389.429999999997
2022-02-23 05:39:00,8389.429999999997
2022-02-23 05:42:00,8389.429999999997
2022-02-23 05:45:00,8389.429999999997
2022-02-23 05:48:00,8389.429999999997
2022-02-23 05:51:00,8389.429999999997
2022-02-23 05:54:00,8389.429999999997
2022-02-23 05:57:00,8389.429999999997
2022-02-23 06:00:00,8389.429999999997
2022-02-23 06:03:00,8389.429999999997
2022-02-23 06:06:00,8389.429999999997
2022-02-23 06:09:00,8389.429999999997
2022-02-23 06:12:00,8390.879999999997
2022-02-23 06:15:00,8390.879999999997
2022-02-23 06:18:00,8390.879999999997
2022-02-23 06:21:00,8390.879999999997
2022-02-23 06:24:00,8375.949999999997
2022-02-23 06:27:00,8375.949999999997
2022-02-23 06:30:00,8375.949999999997
2022-02-23 06:33:00,8375.949999999997
2022-02-23 06:36:00,8375.949999999997
2022-02-23 06:39:00,8375.949999999997
2022-02-23 06:42:00,8375.949999999997
2022-02-23 06:45:00,8375.949999999997
2022-02-23 06:48:00,8375.949999999997
2022-02-23 06:51:00,8375.949999999997
2022-02-23 06:54:00,8375.949999999997
2022-02-23 06:57:00,8375.949999999997
2022-02-23 07:00:00,8375.949999999997
2022-02-23 07:03:00,8375.949999999997
2022-02-23 07:06:00,8361.519999999997
2022-02-23 07:09:00,8361.519999999997
2022-02-23 07:12:00,8361.519999999997
2022-02-23 07:15:00,8361.519999999997
2022-02-23 07:18:00,8361.519999999997
2022-02-23 07:21:00,8361.519999999997
2022-02-23 07:24:00,8361.519999999997
2022-02-23 07:27:00,8361.519999999997
2022-02-23 07:30:00,8361.519999999997
2022-02-23 07:33:00,8361.519999999997
2022-02-23 07:36:00,8361.519999999997
2022-02-23 07:39:00,8361.519999999997
2022-02-23 07:42:00,8361.519999999997
2022-02-23 07:45:00,8345.789999999999
2022-02-23 07:48:00,8345.789999999999
2022-02-23 07:51:00,8345.789999999999
2022-02-23 07:54:00,8345.789999999999
2022-02-23 07:57:00,8345.789999999999
2022-02-23 08:00:00,8345.789999999999
2022-02-23 08:03:00,8345.789999999999
2022-02-23 08:06:00,8345.789999999999
2022-02-23 08:09:00,8345.789999999999
2022-02-23 08:12:00,8345.789999999999
2022-02-23 08:15:00,8345.789999999999
2022-02-23 08:18:00,8345.789999999999
2022-02-23 08:21:00,8345.789999999999
2022-02-23 08:24:00,8345.789999999999
2022-02-23 08:27:00,8345.789999999999
2022-02-23 08:30:00,8345.789999999999
2022-02-23 08:33:00,8345.789999999999
2022-02-23 08:36:00,8345.789999999999
2022-02-23 08:39:00,8345.789999999999
2022-02-23 08:42:00,8345.789999999999
2022-02-23 08:45:00,8345.789999999999
2022-02-23 08:48:00,8345.789999999999
2022-02-23 08:51:00,8345.789999999999
2022-02-23 08:54:00,8345.789999999999
2022-02-23 08:57:00,8345.789999999999
2022-02-23 09:00:00,8345.789999999999
2022-02-23 09:03:00,8345.789999999999
2022-02-23 09:06:00,8345.789999999999
2022-02-23 09:09:00,8345.789999999999
2022-02-23 09:12:00,8345.789999999999
2022-02-23 09:15:00,8345.789999999999
2022-02-23 09:18:00,8345.789999999999
2022-02-23 09:21:00,8345.789999999999
2022-02-23 09:24:00,8345.789999999999
2022-02-23 09:27:00,8345.789999999999
2022-02-23 09:30:00,8390.460000000001
2022-02-23 09:33:00,8375.160000000002
2022-02-23 09:36:00,8375.160000000002
2022-02-23 09:39:00,8375.160000000002
2022-02-23 09:42:00,8375.160000000002
2022-02-23 09:45:00,8375.160000000002
2022-02-23 09:48:00,8375.160000000002
2022-02-23 09:51:00,8375.160000000002
2022-02-23 09:54:00,8375.160000000002
2022-02-23 09:57:00,8375.160000000002
2022-02-23 10:00:00,8375.160000000002
2022-02-23 10:03:00,8375.160000000002
2022-02-23 10:06:00,8375.160000000002
2022-02-23 10:09:00,8375.160000000002
2022-02-23 10:12:00,8375.160000000002
2022-02-23 10:15:00,8375.160000000002
2022-02-23 10:18:00,8375.160000000002
2022-02-23 10:21:00,8375.160000000002
2022-02-23 10:24:00,8375.160000000002
2022-02-23 10:27:00,8375.160000000002
2022-02-23 10:30:00,8375.160000000002
2022-02-23 10:33:00,8375.160000000002
2022-02-23 10:36:00,8375.160000000002
2022-02-23 10:39:00,8375.160000000002
2022-02-23 10:42:00,8375.160000000002
2022-02-23 10:45:00,8375.160000000002
2022-02-23 10:48:00,8375.160000000002
2022-02-23 10:51:00,8375.160000000002
2022-02-23 10:54:00,8375.160000000002
2022-02-23 10:57:00,8375.160000000002
2022-02-23 11:00:00,8375.160000000002
2022-02-23 11:03:00,8375.160000000002
2022-02-23 11:06:00,8375.160000000002
2022-02-23 11:09:00,8375.160000000002
2022-02-23 11:12:00,8375.160000000002
2022-02-23 11:15:00,8375.160000000002
2022-02-23 11:18:00,8375.160000000002
2022-02-23 11:21:00,8419.660000000003
2022-02-23 11:24:00,8419.660000000003
2022-02-23 11:27:00,8419.660000000003
2022-02-23 11:30:00,8405.760000000006
2022-02-23 11:33:00,8396.860000000008
2022-02-23 11:36:00,8384.660000000007
2022-02-23 11:39:00,8384.660000000007
2022-02-23 11:42:00,8384.660000000007
2022-02-23 11:45:00,8384.660000000007
2022-02-23 11:48:00,8384.660000000007
2022-02-23 11:51:00,8384.660000000007
2022-02-23 11:54:00,8384.660000000007
2022-02-23 11:57:00,8384.660000000007
2022-02-23 12:00:00,8384.660000000007
2022-02-23 12:03:00,8384.660000000007
2022-02-23 12:06:00,8384.660000000007
2022-02-23 12:09:00,8384.660000000007
2022-02-23 12:12:00,8384.660000000007
2022-02-23 12:15:00,8384.660000000007
2022-02-23 12:18:00,8384.660000000007
2022-02-23 12:21:00,8384.660000000007
2022-02-23 12:24:00,8384.660000000007
2022-02-23 12:27:00,8384.660000000007
2022-02-23 12:30:00,8384.660000000007
2022-02-23 12:33:00,8384.660000000007
2022-02-23 12:36:00,8384.660000000007
2022-02-23 12:39:00,8384.660000000007
2022-02-23 12:42:00,8384.660000000007
2022-02-23 12:45:00,8384.660000000007
2022-02-23 12:48:00,8384.660000000007
2022-02-23 12:51:00,8391.360000000006
2022-02-23 12:54:00,8391.360000000006
2022-02-23 12:57:00,8391.360000000006
2022-02-23 13:00:00,8391.360000000006
2022-02-23 13:03:00,8391.360000000006
2022-02-23 13:06:00,8391.360000000006
2022-02-23 13:09:00,8391.360000000006
2022-02-23 13:12:00,8391.360000000006
2022-02-23 13:15:00,8391.360000000006
2022-02-23 13:18:00,8391.360000000006
2022-02-23 13:21:00,8391.360000000006
2022-02-23 13:24:00,8391.360000000006
2022-02-23 13:27:00,8391.360000000006
2022-02-23 13:30:00,8391.360000000006
2022-02-23 13:33:00,8391.360000000006
2022-02-23 13:36:00,8391.360000000006
2022-02-23 13:39:00,8391.360000000006
2022-02-23 13:42:00,8391.360000000006
2022-02-23 13:45:00,8391.360000000006
2022-02-23 13:48:00,8391.360000000006
2022-02-23 13:51:00,8391.360000000006
2022-02-23 13:54:00,8391.360000000006
2022-02-23 13:57:00,8391.360000000006
2022-02-23 14:00:00,8386.560000000007
2022-02-23 14:03:00,8386.560000000007
2022-02-23 14:06:00,8386.560000000007
2022-02-23 14:09:00,8386.560000000007
2022-02-23 14:12:00,8386.560000000007
2022-02-23 14:15:00,8386.560000000007
2022-02-23 14:18:00,8386.560000000007
2022-02-23 14:21:00,8372.060000000007
2022-02-23 14:24:00,8360.460000000006
2022-02-23 14:27:00,8360.460000000006
2022-02-23 14:30:00,8360.460000000006
2022-02-23 14:33:00,8360.460000000006
2022-02-23 14:36:00,8346.160000000007
2022-02-23 14:39:00,8346.160000000007
2022-02-23 14:42:00,8332.760000000006
2022-02-23 14:45:00,8314.160000000005
2022-02-23 14:48:00,8314.160000000005
2022-02-23 14:51:00,8314.160000000005
2022-02-23 14:54:00,8314.160000000005
2022-02-23 14:57:00,8314.160000000005
2022-02-23 15:00:00,8314.160000000005
2022-02-23 15:03:00,8314.160000000005
2022-02-23 15:06:00,8314.160000000005
2022-02-23 15:09:00,8314.160000000005
2022-02-23 15:12:00,8314.160000000005
2022-02-23 15:15:00,8314.160000000005
2022-02-23 15:18:00,8314.160000000005
2022-02-23 15:21:00,8314.160000000005
2022-02-23 15:24:00,8314.160000000005
2022-02-23 15:27:00,8314.160000000005
2022-02-23 15:30:00,8314.160000000005
2022-02-23 15:33:00,8314.160000000005
2022-02-23 15:36:00,8314.160000000005
2022-02-23 15:39:00,8314.160000000005
2022-02-23 15:42:00,8314.160000000005
2022-02-23 15:45:00,8314.160000000005
2022-02-23 15:48:00,8299.360000000006
2022-02-23 15:51:00,8299.360000000006
2022-02-23 15:54:00,8299.360000000006
2022-02-23 15:57:00,8299.360000000006
2022-02-23 16:00:00,8299.360000000006
2022-02-23 16:03:00,8299.360000000006
2022-02-23 16:06:00,8299.360000000006
2022-02-23 16:09:00,8299.360000000006
2022-02-23 16:12:00,8299.360000000006
2022-02-23 16:15:00,8299.360000000006
2022-02-23 16:18:00,8299.360000000006
2022-02-23 16:21:00,8299.360000000006
2022-02-23 16:24:00,8299.360000000006
2022-02-23 16:27:00,8299.360000000006
2022-02-23 16:30:00,8299.360000000006
2022-02-23 16:33:00,8299.360000000006
2022-02-23 16:36:00,8299.360000000006
2022-02-23 16:39:00,8292.260000000006
2022-02-23 16:42:00,8292.260000000006
2022-02-23 16:45:00,8292.260000000006
2022-02-23 16:48:00,8292.260000000006
2022-02-23 16:51:00,8292.260000000006
2022-02-23 16:54:00,8292.260000000006
2022-02-23 16:57:00,8292.260000000006
2022-02-23 18:00:00,8292.260000000006
2022-02-23 18:03:00,8255.960000000005
2022-02-23 18:06:00,8255.960000000005
2022-02-23 18:09:00,8255.960000000005
2022-02-23 18:12:00,8255.960000000005
2022-02-23 18:15:00,8255.960000000005
2022-02-23 18:18:00,8255.960000000005
2022-02-23 18:21:00,8255.960000000005
2022-02-23 18:24:00,8255.960000000005
2022-02-23 18:27:00,8255.960000000005
2022-02-23 18:30:00,8255.960000000005
2022-02-23 18:33:00,8255.960000000005
2022-02-23 18:36:00,8255.960000000005
2022-02-23 18:39:00,8255.960000000005
2022-02-23 18:42:00,8255.960000000005
2022-02-23 18:45:00,8255.960000000005
2022-02-23 18:48:00,8255.960000000005
2022-02-23 18:51:00,8255.960000000005
2022-02-23 18:54:00,8255.960000000005
2022-02-23 18:57:00,8255.960000000005
2022-02-23 19:00:00,8255.960000000005
2022-02-23 19:03:00,8255.960000000005
2022-02-23 19:06:00,8255.960000000005
2022-02-23 19:09:00,8255.960000000005
2022-02-23 19:12:00,8255.960000000005
2022-02-23 19:15:00,8255.960000000005
2022-02-23 19:18:00,8255.960000000005
2022-02-23 19:21:00,8255.960000000005
2022-02-23 19:24:00,8250.460000000006
2022-02-23 19:27:00,8244.630000000008
2022-02-23 19:30:00,8244.630000000008
2022-02-23 19:33:00,8244.630000000008
2022-02-23 19:36:00,8244.630000000008
2022-02-23 19:39:00,8244.630000000008
2022-02-23 19:42:00,8244.630000000008
2022-02-23 19:45:00,8244.630000000008
2022-02-23 19:48:00,8244.630000000008
2022-02-23 19:51:00,8244.630000000008
2022-02-23 19:54:00,8244.630000000008
2022-02-23 19:57:00,8244.630000000008
2022-02-23 20:00:00,8244.630000000008
2022-02-23 20:03:00,8244.630000000008
2022-02-23 20:06:00,8244.630000000008
2022-02-23 20:09:00,8244.630000000008
2022-02-23 20:12:00,8244.630000000008
2022-02-23 20:15:00,8238.500000000007
2022-02-23 20:18:00,8238.500000000007
2022-02-23 20:21:00,8238.500000000007
2022-02-23 20:24:00,8238.500000000007
2022-02-23 20:27:00,8212.900000000005
2022-02-23 20:30:00,8212.900000000005
2022-02-23 20:33:00,8212.900000000005
2022-02-23 20:36:00,8212.900000000005
2022-02-23 20:39:00,8212.900000000005
2022-02-23 20:42:00,8212.900000000005
2022-02-23 20:45:00,8212.900000000005
2022-02-23 20:48:00,8212.900000000005
2022-02-23 20:51:00,8212.900000000005
2022-02-23 20:54:00,8212.900000000005
2022-02-23 20:57:00,8212.900000000005
2022-02-23 21:00:00,8212.900000000005
2022-02-23 21:03:00,8212.900000000005
2022-02-23 21:06:00,8212.900000000005
2022-02-23 21:09:00,8212.900000000005
2022-02-23 21:12:00,8212.900000000005
2022-02-23 21:15:00,8212.900000000005
2022-02-23 21:18:00,8212.900000000005
2022-02-23 21:21:00,8212.900000000005
2022-02-23 21:24:00,8212.900000000005
2022-02-23 21:27:00,8212.900000000005
2022-02-23 21:30:00,8212.900000000005
2022-02-23 21:33:00,8212.900000000005
2022-02-23 21:36:00,8212.900000000005
2022-02-23 21:39:00,8212.900000000005
2022-02-23 21:42:00,8212.900000000005
2022-02-23 21:45:00,8212.900000000005
2022-02-23 21:48:00,8212.900000000005
2022-02-23 21:51:00,8212.900000000005
2022-02-23 21:54:00,8212.900000000005
2022-02-23 21:57:00,8212.900000000005
2022-02-23 22:00:00,8212.900000000005
2022-02-23 22:03:00,8212.900000000005
2022-02-23 22:06:00,8212.900000000005
2022-02-23 22:09:00,8212.900000000005
2022-02-23 22:12:00,8212.900000000005
2022-02-23 22:15:00,8212.900000000005
2022-02-23 22:18:00,8212.900000000005
2022-02-23 22:21:00,8212.900000000005
2022-02-23 22:24:00,8212.900000000005
2022-02-23 22:27:00,8212.900000000005
2022-02-23 22:30:00,8212.900000000005
2022-02-23 22:33:00,8212.900000000005
2022-02-23 22:36:00,8212.900000000005
2022-02-23 22:39:00,8212.900000000005
2022-02-23 22:42:00,8212.900000000005
2022-02-23 22:45:00,8212.900000000005
2022-02-23 22:48:00,8212.900000000005
2022-02-23 22:51:00,8212.900000000005
2022-02-23 22:54:00,8212.900000000005
2022-02-23 22:57:00,8212.900000000005
2022-02-23 23:00:00,8212.900000000005
2022-02-23 23:03:00,8212.900000000005
2022-02-23 23:06:00,8212.900000000005
2022-02-23 23:09:00,8212.900000000005
2022-02-23 23:12:00,8212.900000000005
2022-02-23 23:15:00,8212.900000000005
2022-02-23 23:18:00,8212.900000000005
2022-02-23 23:21:00,8212.900000000005
2022-02-23 23:24:00,8212.900000000005
2022-02-23 23:27:00,8212.900000000005
2022-02-23 23:30:00,8212.900000000005
2022-02-23 23:33:00,8212.900000000005
2022-02-23 23:36:00,8212.900000000005
2022-02-23 23:39:00,8212.900000000005
2022-02-23 23:42:00,8212.900000000005
2022-02-23 23:45:00,8212.900000000005
2022-02-23 23:48:00,8212.900000000005
2022-02-23 23:51:00,8212.900000000005
2022-02-23 23:54:00,8432.200000000004
2022-02-23 23:57:00,8432.200000000004
2022-02-24 00:00:00,8432.200000000004
2022-02-24 00:03:00,8432.200000000004
2022-02-24 00:06:00,8432.200000000004
2022-02-24 00:09:00,8385.700000000004
2022-02-24 00:12:00,8385.700000000004
2022-02-24 00:15:00,8385.700000000004
2022-02-24 00:18:00,8385.700000000004
2022-02-24 00:21:00,8385.700000000004
2022-02-24 00:24:00,8385.700000000004
2022-02-24 00:27:00,8350.500000000005
2022-02-24 00:30:00,8350.500000000005
2022-02-24 00:33:00,8277.800000000007
2022-02-24 00:36:00,8277.800000000007
2022-02-24 00:39:00,8277.800000000007
2022-02-24 00:42:00,8277.800000000007
2022-02-24 00:45:00,8277.800000000007
2022-02-24 00:48:00,8277.800000000007
2022-02-24 00:51:00,8277.800000000007
2022-02-24 00:54:00,8277.800000000007
2022-02-24 00:57:00,8277.800000000007
2022-02-24 01:00:00,8277.800000000007
2022-02-24 01:03:00,8277.800000000007
2022-02-24 01:06:00,8202.500000000007
2022-02-24 01:09:00,8202.500000000007
2022-02-24 01:12:00,8202.500000000007
2022-02-24 01:15:00,8202.500000000007
2022-02-24 01:18:00,8202.500000000007
2022-02-24 01:21:00,8202.500000000007
2022-02-24 01:24:00,8202.500000000007
2022-02-24 01:27:00,8202.500000000007
2022-02-24 01:30:00,8136.900000000009
2022-02-24 01:33:00,8136.900000000009
2022-02-24 01:36:00,8136.900000000009
2022-02-24 01:39:00,8136.900000000009
2022-02-24 01:42:00,8136.900000000009
2022-02-24 01:45:00,8098.10000000001
2022-02-24 01:48:00,8098.10000000001
2022-02-24 01:51:00,8098.10000000001
2022-02-24 01:54:00,8072.200000000012
2022-02-24 01:57:00,8072.200000000012
2022-02-24 02:00:00,8072.200000000012
2022-02-24 02:03:00,8072.200000000012
2022-02-24 02:06:00,8072.200000000012
2022-02-24 02:09:00,8072.200000000012
2022-02-24 02:12:00,8072.200000000012
2022-02-24 02:15:00,8072.200000000012
2022-02-24 02:18:00,8072.200000000012
2022-02-24 02:21:00,8072.200000000012
2022-02-24 02:24:00,8072.200000000012
2022-02-24 02:27:00,8072.200000000012
2022-02-24 02:30:00,8072.200000000012
2022-02-24 02:33:00,8072.200000000012
2022-02-24 02:36:00,8072.200000000012
2022-02-24 02:39:00,8063.100000000011
2022-02-24 02:42:00,8063.100000000011
2022-02-24 02:45:00,8063.100000000011
2022-02-24 02:48:00,8063.100000000011
2022-02-24 02:51:00,8063.100000000011
2022-02-24 02:54:00,8063.100000000011
2022-02-24 02:57:00,8063.100000000011
2022-02-24 03:00:00,8010.00000000001
2022-02-24 03:03:00,8010.00000000001
2022-02-24 03:06:00,8010.00000000001
2022-02-24 03:09:00,8010.00000000001
2022-02-24 03:12:00,8010.00000000001
2022-02-24 03:15:00,8010.00000000001
2022-02-24 03:18:00,8010.00000000001
2022-02-24 03:21:00,7956.6000000000095
2022-02-24 03:24:00,7956.6000000000095
2022-02-24 03:27:00,7956.6000000000095
2022-02-24 03:30:00,7956.6000000000095
2022-02-24 03:33:00,7956.6000000000095
2022-02-24 03:36:00,7956.6000000000095
2022-02-24 03:39:00,7956.6000000000095
2022-02-24 03:42:00,7956.6000000000095
2022-02-24 03:45:00,7956.6000000000095
2022-02-24 03:48:00,7914.40000000001
2022-02-24 03:51:00,7914.40000000001
2022-02-24 03:54:00,7914.40000000001
2022-02-24 03:57:00,7914.40000000001
2022-02-24 04:00:00,7914.40000000001
2022-02-24 04:03:00,7914.40000000001
2022-02-24 04:06:00,7914.40000000001
2022-02-24 04:09:00,7914.40000000001
2022-02-24 04:12:00,7914.40000000001
2022-02-24 04:15:00,7914.40000000001
2022-02-24 04:18:00,7914.40000000001
2022-02-24 04:21:00,7914.40000000001
2022-02-24 04:24:00,7914.40000000001
2022-02-24 04:27:00,7914.40000000001
2022-02-24 04:30:00,7914.40000000001
2022-02-24 04:33:00,7914.40000000001
2022-02-24 04:36:00,7914.40000000001
2022-02-24 04:39:00,7914.40000000001
2022-02-24 04:42:00,7914.40000000001
2022-02-24 04:45:00,7914.40000000001
2022-02-24 04:48:00,7914.40000000001
2022-02-24 04:51:00,7914.40000000001
2022-02-24 04:54:00,7914.40000000001
2022-02-24 04:57:00,7914.40000000001
2022-02-24 05:00:00,7914.40000000001
2022-02-24 05:03:00,7914.40000000001
2022-02-24 05:06:00,7914.40000000001
2022-02-24 05:09:00,7914.40000000001
2022-02-24 05:12:00,7914.40000000001
2022-02-24 05:15:00,7914.40000000001
2022-02-24 05:18:00,7914.40000000001
2022-02-24 05:21:00,7914.40000000001
2022-02-24 05:24:00,7914.40000000001
2022-02-24 05:27:00,7914.40000000001
2022-02-24 05:30:00,7914.40000000001
2022-02-24 05:33:00,7914.40000000001
2022-02-24 05:36:00,7914.40000000001
2022-02-24 05:39:00,7914.40000000001
2022-02-24 05:42:00,7914.40000000001
